City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,menaka,15.9182,2.4022,95.09,37,52,4.63,ML,1690317953
366,howrah,22.5892,88.3103,82.4,89,40,3.44,IN,1690317804
367,saldanha,-33.0117,17.9442,48.25,63,65,8.55,ZA,1690317854
368,kudymkar,59.0173,54.656,55.24,98,97,5.32,RU,1690317953
369,santa elena de uairen,4.6167,-61.1333,75.54,73,49,5.37,VE,1690317954
370,myitkyina,25.3833,97.4,73.85,97,98,1.95,MM,1690317859
371,enewetak,11.3474,162.3373,83.41,77,49,15.03,MH,1690317798
372,zainsk,55.3195,52.0694,65.39,75,95,1.45,RU,1690317954
373,tvoroyri,61.5556,-6.8111,49.82,87,45,9.42,FO,1690317954
374,santona,43.4439,-3.4576,69.08,77,97,6.91,ES,1690317954
375,richards bay,-28.783,32.0377,62.94,73,63,13.62,ZA,1690317954
376,emerald,-23.5333,148.1667,52.34,83,0,13.82,AU,1690317954
377,veraval,20.9,70.3667,80.71,87,98,16.73,IN,1690317941
378,tornio,65.8481,24.1466,59.02,89,54,6.31,FI,1690317955
379,westport,41.1415,-73.3579,82.22,75,0,12.66,US,1690317810
380,bankim,6.083,11.4905,68.5,97,98,1.5,CM,1690317955
381,lata,40.1629,-8.3327,57.09,88,0,3.74,PT,1690317765
382,hit,33.6416,42.8251,95.43,16,0,11.1,IQ,1690317955
383,dryden,49.7833,-92.7503,71.89,73,100,12.66,CA,1690317768
384,daru,-9.0763,143.2092,75.58,80,48,13.89,PG,1690317835
385,fortuna,40.5982,-124.1573,71.92,80,100,13.8,US,1690317955
386,al wajh,26.2455,36.4525,87.75,79,0,4.61,SA,1690317944
387,dubuque,42.4833,-90.8668,91.87,52,0,9.22,US,1690317826
388,vredendal,-31.6683,18.5012,63.59,35,91,5.64,ZA,1690317849
389,chui,-33.6971,-53.4616,54.45,93,100,9.35,UY,1690317873
390,aykhal,66.0,111.5,62.01,70,100,4.59,RU,1690317956
391,preobrazheniye,42.9019,133.9064,69.66,85,40,6.64,RU,1690317956
392,kourou,5.1552,-52.6478,84.25,78,74,8.77,GF,1690317813
393,enriquillo,17.9,-71.2333,94.68,65,67,10.78,DO,1690317956
394,vega de alatorre,20.0333,-96.6333,83.71,74,94,9.08,MX,1690317956
395,luderitz,-26.6481,15.1594,54.43,90,63,7.43,NA,1690317909
396,sahab,31.8721,36.005,79.43,39,0,5.75,JO,1690317957
397,santa maria,-29.6842,-53.8069,60.1,100,100,5.75,BR,1690317957
398,vrede,-27.4257,29.1659,48.31,41,90,2.46,ZA,1690317957
399,pangody,65.85,74.4859,66.56,73,98,12.97,RU,1690317765
400,port isabel,26.0734,-97.2086,96.89,59,0,21.85,US,1690317957
401,manado,1.487,124.8455,81.37,74,40,11.5,ID,1690317957
402,bandraboua,-12.7044,45.1223,76.68,76,58,9.62,YT,1690317957
403,gilgit,35.9221,74.3087,82.92,55,97,1.92,PK,1690317957
404,ladario,-19.0047,-57.6017,86.09,45,0,6.91,BR,1690317958
405,sao joao da barra,-21.6403,-41.0511,75.29,86,16,14.72,BR,1690317958
406,dunda,-8.1167,34.25,62.42,52,1,3.83,TZ,1690317958
407,heroica caborca,30.7167,-112.15,108.48,19,0,5.95,MX,1690317781
408,bodo,67.28,14.405,62.94,85,0,2.3,NO,1690317958
409,kaduy,59.2,37.15,57.36,90,100,5.57,RU,1690317959
410,korla,41.7597,86.1469,85.05,29,85,0.85,CN,1690317959
411,terrell,32.736,-96.2753,105.1,34,0,9.22,US,1690317959
412,sendai,38.2689,140.8719,77.38,80,36,3.06,JP,1690317959
413,malanje,-9.5402,16.341,69.66,40,1,5.28,AO,1690317960
414,sambava,-14.2667,50.1667,69.3,91,35,8.99,MG,1690317960
415,dhuusamarreeb,5.535,46.3861,76.08,63,79,22.91,SO,1690317960
416,kuala belait,4.5833,114.1833,77.16,87,100,5.82,BN,1690317961
417,ostersund,63.1792,14.6357,54.61,35,100,4.61,SE,1690317961
418,vadso,70.0744,29.7487,50.16,87,100,8.05,NO,1690317921
419,island harbour,50.724,-1.2758,64.47,86,17,1.99,GB,1690317962
420,ivanteyevka,55.9711,37.9208,68.54,98,84,1.99,RU,1690317962
421,shingu,33.7333,135.9833,76.75,88,0,3.87,JP,1690317963
422,sanibel,26.449,-82.0223,98.08,51,5,7.0,US,1690317963
423,toktogul,41.8708,72.9402,74.62,43,0,3.36,KG,1690317963
424,betare oya,5.6,14.0833,68.27,95,100,0.43,CM,1690317964
425,macaubas,-13.0194,-42.6986,74.12,31,4,1.95,BR,1690317964
426,williams lake,52.1415,-122.1445,67.05,46,75,9.22,CA,1690317917
427,paka,4.6374,103.4368,76.93,94,100,0.0,MY,1690317965
428,gorontalo,0.5412,123.0595,76.57,88,79,7.05,ID,1690317965
429,san ignacio,17.1561,-89.0714,93.34,52,75,11.5,BZ,1690317965
430,antonio enes,-16.2325,39.9086,72.0,71,28,12.1,MZ,1690317921
431,puerto baquerizo moreno,-0.9,-89.6,81.59,74,20,11.5,EC,1690317965
432,madang,-5.2246,145.7966,76.51,91,95,2.93,PG,1690317966
433,rio grande,-32.035,-52.0986,60.91,90,100,15.55,BR,1690317700
434,buchanan,5.8808,-10.0467,76.15,89,98,4.83,LR,1690317966
435,yeniseysk,58.4497,92.1703,60.48,98,76,1.16,RU,1690317966
436,kupang,-10.1667,123.5833,71.11,80,25,13.04,ID,1690317967
437,asha,54.9973,57.2722,61.18,80,63,3.0,RU,1690317967
438,taltal,-25.4,-70.4833,62.02,74,27,6.49,CL,1690317967
439,baukau,51.5526,7.2042,58.86,66,31,7.0,DE,1690317967
440,gorom-gorom,14.4439,-0.2361,93.25,40,9,6.31,BF,1690317968
441,selfoss,63.9331,-20.9971,57.04,86,99,8.25,IS,1690317968
442,san borja,-14.8167,-66.85,84.7,48,35,4.54,BO,1690317968
443,biltine,14.5333,20.9167,92.79,28,85,9.13,TD,1690317968
444,mar del plata,-38.0023,-57.5575,55.09,91,0,15.01,AR,1690317968
445,qui nhon,13.7667,109.2333,77.76,85,6,4.38,VN,1690317969
446,altoona,40.5187,-78.3947,83.37,54,95,3.0,US,1690317855
447,murray bridge,-35.1167,139.2667,50.34,89,0,7.74,AU,1690317969
448,valdivia,-39.8142,-73.2459,51.89,94,58,6.82,CL,1690317969
449,chhatarpur,24.9,79.6,85.48,70,97,4.74,IN,1690317969
450,iquique,-20.2208,-70.1431,66.24,75,1,5.88,CL,1690317969
451,katsuren-haebaru,26.3369,127.8719,82.42,96,75,13.8,JP,1690317970
452,chililabombwe,-12.3648,27.8229,61.59,48,48,6.02,ZM,1690317970
453,barmer,25.75,71.3833,85.71,71,99,13.11,IN,1690317970
454,grantsville,40.5999,-112.4644,96.01,22,0,11.5,US,1690317710
455,padangsidempuan,1.3667,99.2667,69.94,94,100,1.48,ID,1690317970
456,beysehir,37.6773,31.7246,66.51,32,0,4.81,TR,1690317971
457,reggane,26.7158,0.1714,104.54,5,0,11.1,DZ,1690317971
458,sferracavallo,42.726,12.0956,76.82,54,41,2.44,IT,1690317971
459,kavaratti,10.5669,72.642,82.56,74,97,15.84,IN,1690317901
460,bhilwara,25.35,74.6333,82.89,76,100,5.73,IN,1690317971
461,midvagur,62.0511,-7.1939,49.03,87,75,8.05,FO,1690317971
462,villa gesell,-37.2639,-56.973,53.06,87,100,9.71,AR,1690317972
463,acarau,-2.8856,-40.12,79.12,75,7,16.93,BR,1690317972
464,severnoye,56.3491,78.3619,56.95,96,76,6.35,RU,1690317972
465,kailua-kona,19.6406,-155.9956,85.28,82,20,8.05,US,1690317802
466,kirkwall,58.9848,-2.9587,51.85,76,100,10.36,GB,1690317972
467,mata-utu,-13.2816,-176.1745,80.22,74,100,15.46,WF,1690317972
468,tadine,-21.55,167.8833,67.87,65,93,20.18,NC,1690317972
469,kuanda,56.3161,116.0806,62.55,78,12,1.79,RU,1690317973
470,pathein,16.7833,94.7333,77.45,92,85,3.56,MM,1690317973
471,bengkulu,-3.8004,102.2655,74.59,90,8,4.03,ID,1690317860
472,chengannur,9.3333,76.6333,74.5,91,100,2.98,IN,1690317973
473,kayangel,8.0823,134.7173,78.1,88,100,12.03,PW,1690317973
474,alibag,18.6411,72.8792,80.67,92,100,9.37,IN,1690317973
475,undurkhaan,47.3194,110.6556,59.05,77,95,2.53,MN,1690317974
476,lompoc,34.6391,-120.4579,90.84,53,20,9.22,US,1690317832
477,nasiriyah,31.0521,46.261,102.02,10,2,5.77,IQ,1690317974
478,kone,-21.0595,164.8658,66.22,69,46,8.55,NC,1690317974
479,pontes e lacerda,-15.2261,-59.3353,90.57,23,0,3.74,BR,1690317974
480,tucupita,9.0622,-62.051,84.83,69,89,6.11,VE,1690317974
481,lucheng,31.2336,117.2806,79.03,90,100,2.77,CN,1690317975
482,curitiba,-25.504,-49.2908,71.74,54,75,8.05,BR,1690317796
483,melitopol,46.8422,35.3731,71.08,68,0,6.87,UA,1690317689
484,vallenar,-28.5708,-70.7581,70.59,31,100,5.12,CL,1690317975
485,revda,56.801,59.9303,58.8,73,83,2.93,RU,1690317975
486,necochea,-38.5473,-58.7368,47.53,82,100,7.29,AR,1690317976
487,saint-leu,-21.15,55.2833,67.06,89,29,1.54,RE,1690317976
488,voss,60.623,6.4229,56.53,89,99,4.65,NO,1690317976
489,nuku'alofa,-21.1333,-175.2,68.34,83,75,1.14,TO,1690317977
490,siwa oasis,29.2041,25.5195,87.04,28,0,11.79,EG,1690317906
491,lisala,2.15,21.5167,70.77,98,59,2.04,CD,1690317977
492,waingapu,-9.6567,120.2641,70.81,86,40,8.57,ID,1690317977
493,prokhorovka,51.0374,36.7325,72.97,53,46,14.32,RU,1690317977
494,faya-largeau,17.9257,19.1043,96.39,11,43,4.7,TD,1690317978
495,galveston,29.3669,-94.9669,98.1,63,0,12.66,US,1690317978
496,ouahigouya,13.5828,-2.4216,92.39,43,13,4.97,BF,1690317978
497,kristiansund,63.1115,7.732,59.65,88,75,8.05,NO,1690317931
498,brookings,44.3114,-96.7984,91.74,63,0,12.66,US,1690317922
499,peniche,39.3558,-9.3811,66.29,83,0,21.16,PT,1690317979
500,sao jose de piranhas,-7.1206,-38.5019,80.94,39,29,4.41,BR,1690317979
501,cananeia,-25.0147,-47.9267,68.54,82,2,3.65,BR,1690317979
502,solnechnyy,50.7214,136.6319,66.49,98,99,2.01,RU,1690317979
503,ontario,34.0633,-117.6509,111.27,36,20,14.97,US,1690317924
504,papao,-17.75,-149.55,82.08,83,7,16.62,PF,1690317980
505,gaigeturi,33.4644,126.3183,77.05,88,75,3.44,KR,1690317980
506,westerland,54.9079,8.3033,59.02,72,40,16.11,DE,1690317980
507,sabzevar,36.2126,57.6819,85.57,15,0,4.38,IR,1690317980
508,fortaleza,-3.7227,-38.5247,82.53,65,0,11.5,BR,1690317832
509,sherman,33.6357,-96.6089,102.22,37,0,11.5,US,1690317981
510,ad dabbah,18.05,30.95,97.3,11,4,6.51,SD,1690317981
511,abu qurqas,27.9312,30.8384,93.24,18,6,14.81,EG,1690317982
512,hamilton,39.1834,-84.5333,90.77,53,20,6.91,US,1690317909
513,atlantic city,39.3643,-74.4229,79.03,80,75,10.36,US,1690317977
514,trincomalee,8.5711,81.2335,81.16,74,100,22.48,LK,1690317805
515,holualoa,19.6228,-155.9522,79.86,82,20,8.05,US,1690317983
516,rasht,37.2808,49.5832,76.28,76,75,1.45,IR,1690317983
517,miles city,46.4083,-105.8406,97.77,13,0,12.66,US,1690317984
518,shenjiamen,29.9576,122.298,78.31,94,96,10.02,CN,1690317984
519,khenifra,32.9333,-5.6667,80.01,33,0,5.19,MA,1690317985
520,otsuki,35.6,138.9333,75.99,70,18,2.91,JP,1690317985
521,kokkola,63.8385,23.1307,59.94,95,40,3.44,FI,1690317985
522,la'ie,21.6477,-157.9253,85.96,71,66,16.06,US,1690317893
523,agadez,19.75,10.25,94.87,14,68,9.01,NE,1690317986
524,claveria,18.6074,121.0832,82.17,95,100,67.78,PH,1690317986
525,mahanoro,-19.9,48.8,67.21,94,28,8.48,MG,1690317987
526,kongsvinger,60.1905,11.9977,56.07,91,71,2.48,NO,1690317987
527,fort st. john,56.2499,-120.8529,60.69,67,75,19.57,CA,1690317987
528,deschutes river woods,43.9915,-121.3584,81.19,36,20,9.22,US,1690317987
529,svendborg,55.0598,10.6068,62.85,82,12,12.57,DK,1690317988
530,upper grand lagoon,30.1633,-85.7408,92.01,62,0,12.66,US,1690317988
531,cole harbour,44.6724,-63.4751,81.79,69,14,18.41,CA,1690317988
532,sao benedito do rio preto,-3.3336,-43.5283,83.12,55,63,2.75,BR,1690317988
533,mount isa,-20.7333,139.5,58.77,82,75,3.44,AU,1690317883
534,inirida,3.8653,-67.9239,74.8,97,99,2.06,CO,1690317884
535,champerico,14.3,-91.9167,95.54,63,41,10.13,GT,1690317816
536,bialobrzegi,51.6469,20.9504,65.61,65,100,6.24,PL,1690317989
537,wewak,-3.5534,143.6268,77.07,90,100,9.33,PG,1690317990
538,baoqing,46.3317,132.2111,69.4,86,92,4.83,CN,1690317990
539,budva,42.2864,18.84,89.85,61,0,5.75,ME,1690317990
540,shahba,32.8551,36.629,76.48,36,0,11.36,SY,1690317990
541,coro,11.4045,-69.6734,86.34,68,23,20.09,VE,1690317990
542,soio,-6.1349,12.3689,70.63,88,1,7.99,AO,1690317991
543,duluth,46.7833,-92.1066,91.54,58,20,10.36,US,1690317807
544,magadan,59.5667,150.8,56.95,85,39,6.44,RU,1690317991
545,lazaro cardenas,17.9583,-102.2,87.73,64,95,9.51,MX,1690317797
546,raton,36.9034,-104.4391,88.14,17,91,3.56,US,1690317933
547,marabba,12.35,32.1833,83.17,60,100,2.26,SD,1690317992
548,parambu,-6.2111,-40.6944,79.79,37,19,3.85,BR,1690317992
549,hadibu,12.65,54.0333,77.45,77,58,25.41,YE,1690317992
550,sitia,35.2,26.0986,82.0,59,0,13.29,GR,1690317992
551,lashio,22.9333,97.75,67.91,99,73,0.4,MM,1690317992
552,bata,1.8639,9.7658,76.69,86,83,2.57,GQ,1690317993
553,sandnessjoen,66.0217,12.6316,63.12,77,40,11.5,NO,1690317862
554,pangai,-19.8,-174.35,69.91,88,75,2.3,TO,1690317891
555,puerto armuelles,8.2833,-82.8667,82.38,70,98,3.0,PA,1690317740
556,corte,42.25,9.25,76.96,70,7,9.06,FR,1690317993
557,kondopoga,62.2057,34.2614,53.28,94,78,2.71,RU,1690317994
558,malango,-2.9627,119.9001,63.0,96,31,2.39,ID,1690317994
559,port saint john's,-31.6229,29.5448,61.5,70,100,9.06,ZA,1690317796
560,gotsucho,35.0,132.2167,75.52,85,25,4.34,JP,1690317994
561,egilsstadir,65.2653,-14.3948,44.51,87,75,11.5,IS,1690317870
562,sosnovo-ozerskoye,52.5249,111.5418,52.43,93,43,1.45,RU,1690317994
563,panama city beach,30.1766,-85.8055,91.06,63,75,6.91,US,1690317995
564,vilyuysk,63.7553,121.6247,57.69,61,15,4.23,RU,1690317995
565,mermoz boabab,14.7065,-17.4758,83.98,79,40,4.61,SN,1690317995
